,DATE,HourlySkyConditions
14315,2022-02-07T18:53:00,CLR:00
13299,2022-01-13T00:53:00,CLR:00
1499,2021-02-06T03:53:00,CLR:00
1090,2021-01-26T23:24:00,SCT:04 7 BKN:07 13 OVC:08 17
11369,2021-12-02T00:06:00,CLR:00
1666,2021-02-10T04:33:00,SCT:04 4
19481,2022-07-22T06:58:00,VV:09 2
20100,2022-08-10T06:22:00,FEW:02 5
19817,2022-08-01T02:53:00,OVC:08 7
5610,2021-06-20T05:53:00,VV:09 2
12032,2021-12-16T23:05:00,CLR:00
23019,2022-11-05T07:53:00,BKN:07 3 OVC:08 15
10200,2021-11-05T05:23:00,
24139,2022-12-05T13:53:00,FEW:02 18 SCT:04 40
20952,2022-09-05T17:53:00,CLR:00
24270,2022-12-08T06:37:00,FEW:02 17
1050,2021-01-25T18:53:00,CLR:00
6396,2021-07-15T08:53:00,OVC:08 8
6761,2021-07-28T04:36:00,BKN:07 3
14587,2022-02-14T23:59:00,
8932,2021-10-06T06:00:00,OVC:08 3
19417,2022-07-20T18:53:00,CLR:00
12341,2021-12-23T00:35:00,SCT:04 3 BKN:07 13 OVC:08 20
21992,2022-10-08T09:53:00,CLR:00
20417,2022-08-20T20:53:00,CLR:00
13452,2022-01-16T21:53:00,CLR:00
14006,2022-01-29T18:53:00,CLR:00
19358,2022-07-19T05:40:00,OVC:08 2
14248,2022-02-05T23:53:00,CLR:00
11049,2021-11-24T09:53:00,CLR:00
9038,2021-10-09T23:53:00,CLR:00
2502,2021-03-09T00:53:00,BKN:07 28
3029,2021-03-24T18:53:00,CLR:00
22291,2022-10-15T04:32:00,OVC:08 4
2319,2021-03-03T17:53:00,SCT:04 200
10064,2021-11-02T08:53:00,SCT:04 3 BKN:07 22
18414,2022-06-17T20:53:00,CLR:00
22200,2022-10-13T06:53:00,OVC:08 3
12781,2022-01-02T21:44:00,SCT:04 22 SCT:04 30 OVC:08 42
14312,2022-02-07T15:53:00,CLR:00
10246,2021-11-06T12:53:00,FEW:02 25 SCT:04 80 BKN:07 95
14706,2022-02-19T18:53:00,CLR:00
15152,2022-03-07T01:53:00,CLR:00
4051,2021-04-26T05:34:00,VV:09 2
7986,2021-09-05T04:53:00,VV:09 1
12526,2021-12-26T13:37:00,FEW:02 10 BKN:07 28 OVC:08 39
14355,2022-02-08T08:53:00,CLR:00
2239,2021-02-28T13:53:00,CLR:00
16379,2022-04-12T13:53:00,SCT:04 60 BKN:07 70
14138,2022-02-01T18:53:00,CLR:00
16443,2022-04-14T07:53:00,SCT:04 10 SCT:04 28 OVC:08 36
1281,2021-01-31T14:53:00,BKN:07 45
13587,2022-01-19T20:53:00,CLR:00
18911,2022-07-04T07:53:00,SCT:04 14 BKN:07 35 OVC:08 90
25233,2022-12-29T03:05:00,FEW:02 26 OVC:08 33
13899,2022-01-26T10:40:00,SCT:04 4
12009,2021-12-16T10:12:00,SCT:04 25
8616,2021-09-25T08:53:00,OVC:08 9
14878,2022-02-25T23:53:00,CLR:00
7110,2021-08-08T00:53:00,OVC:08 4
23372,2022-11-12T03:53:00,CLR:00
19606,2022-07-25T16:53:00,CLR:00
19018,2022-07-07T04:53:00,BKN:07 6
4614,2021-05-15T09:53:00,BKN:07 10 BKN:07 17
23606,2022-11-21T00:53:00,CLR:00
17100,2022-05-03T01:53:00,CLR:00
22040,2022-10-09T11:53:00,CLR:00
7324,2021-08-15T01:53:00,CLR:00
12966,2022-01-06T06:53:00,OVC:08 7
12961,2022-01-06T04:39:00,FEW:02 2 OVC:08 8
10540,2021-11-12T19:53:00,CLR:00
18505,2022-06-21T10:53:00,CLR:00
15796,2022-03-25T20:53:00,CLR:00
4555,2021-05-13T10:53:00,FEW:02 13 SCT:04 200
3409,2021-04-06T22:53:00,CLR:00
18260,2022-06-11T23:53:00,CLR:00
17636,2022-05-20T22:53:00,CLR:00
8993,2021-10-08T06:53:00,VV:09 1
17062,2022-05-01T13:53:00,CLR:00
22493,2022-10-20T23:53:00,OVC:08 2
24405,2022-12-10T15:53:00,FEW:02 19 SCT:04 26 BKN:07 28
19712,2022-07-28T23:53:00,OVC:08 5
17017,2022-04-29T19:53:00,CLR:00
469,2021-01-10T23:35:00,SCT:04 7 OVC:08 14
24539,2022-12-14T06:15:00,CLR:00
21952,2022-10-07T06:53:00,CLR:00
4031,2021-04-25T21:53:00,CLR:00
10974,2021-11-21T20:53:00,CLR:00
7059,2021-08-06T05:53:00,OVC:08 40
229,2021-01-05T06:08:00,OVC:08 3
23509,2022-11-17T03:53:00,CLR:00
15745,2022-03-24T18:53:00,CLR:00
1372,2021-02-02T23:34:00,CLR:00
18500,2022-06-21T05:53:00,CLR:00
8902,2021-10-05T11:53:00,SCT:04 210
6125,2021-07-06T23:53:00,CLR:00
9709,2021-10-26T20:51:00,BKN:07 3 OVC:08 17
24908,2022-12-23T01:53:00,OVC:08 24
7207,2021-08-11T01:53:00,CLR:00
16164,2022-04-04T09:53:00,FEW:02 100 SCT:04 200
10210,2021-11-05T07:09:00,SCT:04 150
13293,2022-01-12T19:53:00,CLR:00
4240,2021-05-02T12:53:00,CLR:00
21886,2022-10-05T05:13:00,VV:09 2
3280,2021-04-02T20:53:00,CLR:00
1835,2021-02-14T16:53:00,BKN:07 4 BKN:07 14 OVC:08 18
448,2021-01-10T16:53:00,SCT:04 9 BKN:07 19
22433,2022-10-19T02:53:00,CLR:00
6473,2021-07-18T06:53:00,CLR:00
10312,2021-11-08T22:53:00,BKN:07 8 OVC:08 14
1806,2021-02-13T17:53:00,FEW:02 60 SCT:04 250
18721,2022-06-28T04:15:00,VV:09 2
2544,2021-03-09T17:05:00,BKN:07 24 BKN:07 33 OVC:08 60
14413,2022-02-09T17:53:00,CLR:00
23830,2022-11-27T19:53:00,CLR:00
9542,2021-10-23T14:53:00,SCT:04 6 OVC:08 15
22194,2022-10-13T04:01:00,OVC:08 4
7441,2021-08-19T07:19:00,SCT:04 6 SCT:04 10
21712,2022-09-30T14:53:00,CLR:00
5346,2021-06-10T13:53:00,FEW:02 60
2482,2021-03-08T15:53:00,BKN:07 33 BKN:07 55 BKN:07 75
21774,2022-10-02T10:53:00,
6499,2021-07-19T07:53:00,CLR:00
18038,2022-06-04T17:53:00,BKN:07 23 OVC:08 30
11797,2021-12-12T10:51:00,OVC:08 5
23923,2022-12-01T02:25:00,BKN:07 8 OVC:08 14
9301,2021-10-19T01:53:00,VV:09 2
686,2021-01-16T03:34:00,VV:09 2
17961,2022-06-01T17:40:00,FEW:02 5
3212,2021-03-31T14:53:00,CLR:00
10002,2021-11-01T09:53:00,OVC:08 16
13593,2022-01-19T21:38:00,CLR:00
24850,2022-12-21T13:53:00,SCT:04 31 SCT:04 80
8964,2021-10-07T08:53:00,BKN:07 200
4290,2021-05-04T11:53:00,CLR:00
22189,2022-10-13T02:43:00,OVC:08 5
918,2021-01-22T22:53:00,SCT:04 65 BKN:07 75 OVC:08 100
2542,2021-03-09T15:53:00,BKN:07 30 BKN:07 40 OVC:08 70
19575,2022-07-24T21:15:00,OVC:08 5
19845,2022-08-02T04:53:00,CLR:00
16617,2022-04-18T05:03:00,CLR:00
17349,2022-05-10T20:53:00,CLR:00
5736,2021-06-24T09:01:00,OVC:08 15
18616,2022-06-25T07:09:00,OVC:08 2
17684,2022-05-22T20:53:00,CLR:00
10367,2021-11-09T21:28:00,VV:09 2
24535,2022-12-14T04:53:00,CLR:00
435,2021-01-10T09:51:00,BKN:07 16 OVC:08 55
16852,2022-04-23T23:59:00,
2362,2021-03-05T03:03:00,VV:09 13
25251,2022-12-29T14:08:00,BKN:07 9 BKN:07 12 OVC:08 18
17830,2022-05-27T23:53:00,FEW:02 120
11335,2021-12-01T04:00:00,FEW:02 2
19470,2022-07-22T03:53:00,CLR:00
23834,2022-11-27T23:53:00,CLR:00
18125,2022-06-06T13:53:00,CLR:00
24832,2022-12-21T03:36:00,VV:09 4
11855,2021-12-13T07:51:00,BKN:07 18 OVC:08 26
15615,2022-03-21T01:53:00,CLR:00
16806,2022-04-22T07:41:00,BKN:07 6
4795,2021-05-21T22:53:00,CLR:00
847,2021-01-20T22:53:00,CLR:00
23591,2022-11-20T10:53:00,CLR:00
16656,2022-04-19T03:35:00,VV:09 2
1573,2021-02-07T23:59:00,
12408,2021-12-24T00:53:00,BKN:07 10 OVC:08 15
20254,2022-08-15T08:53:00,CLR:00
6574,2021-07-22T02:53:00,CLR:00
10435,2021-11-10T23:13:00,BKN:07 1 BKN:07 6
14150,2022-02-02T05:53:00,CLR:00
12336,2021-12-22T23:53:00,OVC:08 2
4774,2021-05-21T01:53:00,CLR:00
10223,2021-11-05T19:53:00,CLR:00
20121,2022-08-11T01:53:00,CLR:00
22335,2022-10-16T10:53:00,OVC:08 22
11250,2021-11-29T20:53:00,CLR:00
17488,2022-05-15T01:53:00,CLR:00
25227,2022-12-28T23:53:00,BKN:07 60 OVC:08 75
175,2021-01-04T06:53:00,BKN:07 8 OVC:08 12
20085,2022-08-09T16:53:00,CLR:00
12291,2021-12-22T05:24:00,OVC:08 14
3412,2021-04-06T23:53:00,OVC:08 11
16560,2022-04-17T01:00:00,CLR:00
5946,2021-07-01T07:53:00,OVC:08 8
22720,2022-10-29T04:53:00,CLR:00
19800,2022-07-31T13:53:00,CLR:00
12250,2021-12-21T14:53:00,BKN:07 12 OVC:08 34
25154,2022-12-27T13:53:00,SCT:04 50
3930,2021-04-22T22:53:00,OVC:08 8
14535,2022-02-13T11:53:00,CLR:00
7628,2021-08-25T03:51:00,OVC:08 4
11355,2021-12-01T21:22:00,CLR:00
3366,2021-04-05T17:53:00,FEW:02 35
11125,2021-11-27T00:53:00,CLR:00
11238,2021-11-29T08:53:00,FEW:02 1
15436,2022-03-16T02:00:00,CLR:00
10458,2021-11-11T04:39:00,VV:09 1
7897,2021-09-02T13:53:00,CLR:00
7021,2021-08-04T22:30:00,SCT:04 7
24986,2022-12-24T10:21:00,OVC:08 3
25339,2022-12-31T01:51:00,SCT:04 6 SCT:04 70 OVC:08 100
9252,2021-10-18T02:03:00,FEW:02 3
6995,2021-08-04T03:53:00,OVC:08 2
20608,2022-08-26T21:51:00,FEW:02 3
4884,2021-05-24T19:53:00,CLR:00
21839,2022-10-04T09:27:00,OVC:08 2
3408,2021-04-06T21:53:00,CLR:00
11179,2021-11-28T06:19:00,BKN:07 2
3561,2021-04-11T23:53:00,CLR:00
3902,2021-04-22T00:16:00,OVC:08 4
17179,2022-05-05T17:53:00,OVC:08 43
20258,2022-08-15T12:53:00,CLR:00
10154,2021-11-04T02:51:00,FEW:02 8 SCT:04 12 BKN:07 26
15564,2022-03-19T03:51:00,BKN:07 28
6255,2021-07-11T05:51:00,OVC:08 2
18395,2022-06-17T01:53:00,CLR:00
24663,2022-12-17T01:51:00,CLR:00
1125,2021-01-27T19:53:00,OVC:08 18
19996,2022-08-07T06:53:00,OVC:08 12
12400,2021-12-23T22:53:00,BKN:07 10
12530,2021-12-26T15:37:00,SCT:04 27 OVC:08 36
5988,2021-07-02T16:53:00,CLR:00
18725,2022-06-28T05:53:00,VV:09 2
12634,2021-12-29T04:53:00,OVC:08 8
2302,2021-03-03T00:53:00,CLR:00
17659,2022-05-21T20:53:00,CLR:00
13643,2022-01-20T20:53:00,CLR:00
22888,2022-11-02T01:08:00,VV:09 2
22742,2022-10-30T00:48:00,CLR:00
9620,2021-10-24T20:20:00,BKN:07 12 BKN:07 20 OVC:08 46
12211,2021-12-20T08:53:00,OVC:08 39
10905,2021-11-20T02:53:00,VV:09 2
22352,2022-10-16T23:59:00,
17565,2022-05-18T01:53:00,CLR:00
22058,2022-10-09T23:09:00,VV:09 2
17405,2022-05-11T18:53:00,CLR:00
12244,2021-12-21T10:53:00,BKN:07 55
9696,2021-10-26T14:04:00,BKN:07 9 BKN:07 15 OVC:08 40
16721,2022-04-20T12:53:00,BKN:07 22 OVC:08 55
19797,2022-07-31T10:53:00,FEW:02 15 SCT:04 250
18390,2022-06-16T21:53:00,CLR:00
18698,2022-06-27T09:53:00,FEW:02 11
17993,2022-06-02T23:53:00,CLR:00
8162,2021-09-10T23:53:00,CLR:00
3470,2021-04-08T16:53:00,FEW:02 250
3887,2021-04-21T12:53:00,FEW:02 40
19486,2022-07-22T08:53:00,CLR:00
13713,2022-01-22T04:53:00,CLR:00
9211,2021-10-16T21:53:00,CLR:00
13044,2022-01-07T20:53:00,CLR:00
18413,2022-06-17T19:53:00,CLR:00
22766,2022-10-30T06:37:00,VV:09 1
14640,2022-02-17T02:53:00,CLR:00
10340,2021-11-09T08:53:00,OVC:08 4
14162,2022-02-02T16:53:00,CLR:00
15040,2022-03-03T05:55:00,SCT:04 2 BKN:07 50 OVC:08 75
1984,2021-02-19T01:51:00,SCT:04 3 OVC:08 11
14023,2022-01-30T02:34:00,VV:09 1
3884,2021-04-21T09:53:00,CLR:00
11429,2021-12-03T00:53:00,VV:09 1
10970,2021-11-21T16:53:00,CLR:00
11962,2021-12-15T16:17:00,BKN:07 8 OVC:08 19
2034,2021-02-20T10:53:00,SCT:04 40
18886,2022-07-03T11:08:00,BKN:07 26 BKN:07 200
6225,2021-07-10T04:53:00,CLR:00
19415,2022-07-20T16:53:00,CLR:00
24705,2022-12-18T02:51:00,CLR:00
619,2021-01-14T11:53:00,FEW:02 3
3223,2021-03-31T23:59:00,
15618,2022-03-21T04:53:00,CLR:00
22242,2022-10-14T03:53:00,OVC:08 3
20380,2022-08-19T08:53:00,CLR:00
4701,2021-05-18T05:40:00,SCT:04 3
21817,2022-10-03T17:53:00,
1603,2021-02-08T06:35:00,VV:09 1
17642,2022-05-21T03:53:00,CLR:00
24782,2022-12-19T21:51:00,BKN:07 12 BKN:07 120
16961,2022-04-27T13:53:00,CLR:00
18968,2022-07-05T12:53:00,BKN:07 35 BKN:07 50
20130,2022-08-11T03:12:00,OVC:08 2
23117,2022-11-07T06:53:00,VV:09 3
13797,2022-01-24T16:53:00,FEW:02 150
6787,2021-07-28T23:53:00,FEW:02 5
22356,2022-10-17T00:51:00,FEW:02 3
19622,2022-07-26T05:53:00,OVC:08 6
12164,2021-12-19T04:40:00,VV:09 3
6156,2021-07-07T23:59:00,
4389,2021-05-07T23:53:00,CLR:00
10731,2021-11-16T07:14:00,OVC:08 4
41,2021-01-01T22:13:00,FEW:02 11 OVC:08 18
3911,2021-04-22T06:53:00,OVC:08 7
9351,2021-10-20T04:53:00,BKN:07 10 OVC:08 14
10058,2021-11-02T05:25:00,BKN:07 1
25190,2022-12-28T03:40:00,FEW:02 1 SCT:04 9 OVC:08 47
10530,2021-11-12T10:27:00,SCT:04 2
15243,2022-03-10T16:53:00,CLR:00
16570,2022-04-17T03:25:00,VV:09 4
7682,2021-08-26T11:53:00,CLR:00
20225,2022-08-14T04:53:00,CLR:00
17560,2022-05-17T21:53:00,CLR:00
7372,2021-08-16T17:53:00,CLR:00
5936,2021-07-01T01:53:00,OVC:08 5
15464,2022-03-16T14:53:00,CLR:00
21412,2022-09-21T15:53:00,SCT:04 50
18670,2022-06-26T20:53:00,CLR:00
24269,2022-12-08T05:53:00,BKN:07 15
21342,2022-09-19T05:53:00,OVC:08 55
16482,2022-04-15T00:53:00,OVC:08 11
2386,2021-03-05T20:00:00,SCT:04 11 BKN:07 24 OVC:08 55
25037,2022-12-25T08:27:00,VV:09 2
6737,2021-07-27T06:53:00,SCT:04 200
3526,2021-04-10T14:53:00,CLR:00
10162,2021-11-04T08:53:00,FEW:02 35
15179,2022-03-08T03:53:00,CLR:00
23347,2022-11-11T06:42:00,FEW:02 2
15780,2022-03-25T07:53:00,OVC:08 3
4887,2021-05-24T21:53:00,CLR:00
20096,2022-08-10T02:53:00,CLR:00
6197,2021-07-09T01:53:00,CLR:00
873,2021-01-21T21:53:00,FEW:02 20 SCT:04 80 BKN:07 95
17451,2022-05-13T14:53:00,FEW:02 50
7658,2021-08-26T00:53:00,SCT:04 6
7449,2021-08-19T13:53:00,CLR:00
15919,2022-03-28T11:22:00,BKN:07 19 BKN:07 24 OVC:08 50
8833,2021-10-02T23:59:00,
23886,2022-11-30T00:53:00,CLR:00
20398,2022-08-20T01:53:00,CLR:00
3922,2021-04-22T16:53:00,FEW:02 30
7576,2021-08-23T08:53:00,OVC:08 7
20931,2022-09-04T21:53:00,CLR:00
464,2021-01-10T22:45:00,VV:09 13
13925,2022-01-27T04:29:00,CLR:00
15586,2022-03-19T23:53:00,CLR:00
15799,2022-03-25T23:53:00,CLR:00
14059,2022-01-30T17:53:00,SCT:04 150
18243,2022-06-11T06:53:00,CLR:00
5365,2021-06-11T07:53:00,CLR:00
9436,2021-10-21T13:00:00,OVC:08 6
2822,2021-03-18T06:04:00,OVC:08 12
16105,2022-04-02T04:39:00,CLR:00
3464,2021-04-08T10:53:00,CLR:00
25209,2022-12-28T08:53:00,VV:09 2
17829,2022-05-27T22:53:00,BKN:07 110
8511,2021-09-21T23:53:00,CLR:00
23137,2022-11-07T17:53:00,SCT:04 14 BKN:07 22 OVC:08 38
22212,2022-10-13T15:53:00,CLR:00
15819,2022-03-26T04:42:00,VV:09 2
13549,2022-01-18T19:53:00,CLR:00
3758,2021-04-17T06:11:00,OVC:08 2
18003,2022-06-03T08:53:00,CLR:00
15146,2022-03-06T20:53:00,CLR:00
1905,2021-02-16T05:53:00,CLR:00
10949,2021-11-21T05:22:00,CLR:00
11651,2021-12-08T00:53:00,OVC:08 2
22258,2022-10-14T09:53:00,OVC:08 3
6066,2021-07-05T02:53:00,OVC:08 7
1014,2021-01-24T10:53:00,FEW:02 3 SCT:04 55 OVC:08 70
21590,2022-09-27T00:36:00,OVC:08 3
13038,2022-01-07T14:53:00,FEW:02 21 SCT:04 27
12307,2021-12-22T11:22:00,OVC:08 5
5539,2021-06-17T12:53:00,CLR:00
5003,2021-05-29T01:53:00,SCT:04 4 OVC:08 12
20281,2022-08-16T10:53:00,CLR:00
12060,2021-12-17T08:53:00,VV:09 1
23661,2022-11-23T03:38:00,FEW:02 2
18339,2022-06-14T20:53:00,CLR:00
25204,2022-12-28T06:08:00,VV:09 4
10016,2021-11-01T15:51:00,BKN:07 10 OVC:08 14
5450,2021-06-14T00:53:00,BKN:07 10 OVC:08 23
826,2021-01-20T01:53:00,CLR:00
17384,2022-05-11T04:53:00,CLR:00
13042,2022-01-07T18:53:00,CLR:00
3181,2021-03-30T10:21:00,CLR:00
23440,2022-11-14T09:53:00,FEW:02 250
16459,2022-04-14T16:31:00,SCT:04 10 BKN:07 60 OVC:08 75
3120,2021-03-28T09:53:00,CLR:00
348,2021-01-08T04:07:00,BKN:07 25 OVC:08 75
19999,2022-08-07T09:01:00,OVC:08 15
13195,2022-01-10T23:46:00,CLR:00
22406,2022-10-18T00:53:00,CLR:00
16567,2022-04-17T02:53:00,FEW:02 1 BKN:07 6
1925,2021-02-17T00:53:00,CLR:00
1023,2021-01-24T17:53:00,FEW:02 6 BKN:07 49 OVC:08 70
4310,2021-05-05T06:53:00,CLR:00
16321,2022-04-10T14:53:00,SCT:04 250
5137,2021-06-02T15:53:00,CLR:00
2789,2021-03-17T01:53:00,CLR:00
13580,2022-01-19T13:53:00,CLR:00
18456,2022-06-19T11:53:00,CLR:00
23624,2022-11-21T18:53:00,CLR:00
13898,2022-01-26T10:31:00,BKN:07 4
25104,2022-12-26T19:25:00,BKN:07 7 OVC:08 12
16959,2022-04-27T11:53:00,CLR:00
16592,2022-04-17T13:53:00,CLR:00
24622,2022-12-16T02:53:00,VV:09 1
7625,2021-08-25T00:53:00,OVC:08 7
19040,2022-07-07T20:53:00,CLR:00
24070,2022-12-04T01:29:00,BKN:07 2 OVC:08 6
13470,2022-01-17T03:00:00,CLR:00
19886,2022-08-03T14:53:00,CLR:00
911,2021-01-22T15:53:00,SCT:04 24 SCT:04 50
23966,2022-12-02T00:53:00,CLR:00
23407,2022-11-13T07:53:00,CLR:00
5865,2021-06-28T12:53:00,FEW:02 10
25321,2022-12-30T15:53:00,OVC:08 7
10576,2021-11-13T09:50:00,OVC:08 2
18117,2022-06-06T05:53:00,CLR:00
15893,2022-03-27T23:49:00,BKN:07 8 BKN:07 30 OVC:08 50
20107,2022-08-10T12:53:00,CLR:00
7074,2021-08-06T19:53:00,CLR:00
12276,2021-12-22T00:53:00,OVC:08 8
8827,2021-10-02T18:53:00,CLR:00
9503,2021-10-23T00:53:00,SCT:04 31 BKN:07 90
1868,2021-02-15T03:50:00,OVC:08 5
18497,2022-06-21T02:53:00,CLR:00
6701,2021-07-26T01:53:00,BKN:07 5 BKN:07 9
9493,2021-10-22T15:53:00,SCT:04 27
16492,2022-04-15T09:53:00,FEW:02 12 SCT:04 50 SCT:04 200
10557,2021-11-12T23:53:00,VV:09 1
24717,2022-12-18T04:27:00,VV:09 2
18276,2022-06-12T08:53:00,OVC:08 23
2836,2021-03-18T11:53:00,OVC:08 6
19278,2022-07-16T10:53:00,CLR:00
24322,2022-12-09T01:00:00,SCT:04 1
10822,2021-11-18T18:53:00,BKN:07 85
7105,2021-08-07T22:41:00,BKN:07 5
13581,2022-01-19T14:53:00,CLR:00
1082,2021-01-26T21:17:00,SCT:04 14 OVC:08 23
6496,2021-07-19T04:53:00,CLR:00
20990,2022-09-07T05:53:00,SCT:04 200
9264,2021-10-18T06:51:00,FEW:02 15
15236,2022-03-10T09:53:00,CLR:00
8313,2021-09-16T04:53:00,OVC:08 10
19383,2022-07-19T22:28:00,OVC:08 3
10707,2021-11-15T22:51:00,VV:09 2
13954,2022-01-27T18:53:00,CLR:00
6616,2021-07-23T19:53:00,CLR:00
14917,2022-02-27T12:53:00,CLR:00
12731,2022-01-01T08:53:00,CLR:00
5097,2021-06-01T12:53:00,CLR:00
15698,2022-03-23T20:53:00,CLR:00
8637,2021-09-26T00:07:00,OVC:08 14
10879,2021-11-19T19:53:00,SCT:04 9 BKN:07 55
6666,2021-07-25T01:53:00,OVC:08 4
8744,2021-09-29T11:53:00,CLR:00
10015,2021-11-01T15:44:00,FEW:02 5 BKN:07 10 OVC:08 23
2746,2021-03-15T08:53:00,FEW:02 25 SCT:04 60
10889,2021-11-19T20:53:00,OVC:08 2
1120,2021-01-27T15:51:00,BKN:07 23 BKN:07 36 BKN:07 44
20486,2022-08-22T23:59:00,
14071,2022-01-31T01:50:00,CLR:00
20219,2022-08-13T23:53:00,CLR:00
4823,2021-05-22T23:53:00,OVC:08 9
19562,2022-07-24T10:53:00,CLR:00
4194,2021-05-01T00:53:00,OVC:08 5
16511,2022-04-16T01:33:00,OVC:08 14
14813,2022-02-23T09:53:00,CLR:00
5261,2021-06-07T04:53:00,CLR:00
6587,2021-07-22T15:53:00,CLR:00
24527,2022-12-13T21:53:00,CLR:00
21152,2022-09-13T06:09:00,VV:09 3
23840,2022-11-28T04:53:00,CLR:00
4285,2021-05-04T06:53:00,CLR:00
7724,2021-08-28T02:53:00,CLR:00
5372,2021-06-11T14:53:00,CLR:00
5347,2021-06-10T14:53:00,FEW:02 60 SCT:04 200
300,2021-01-06T19:00:00,OVC:08 13
11896,2021-12-14T02:48:00,FEW:02 9 BKN:07 14 OVC:08 33
9272,2021-10-18T11:53:00,BKN:07 30
3312,2021-04-03T22:35:00,OVC:08 29
4414,2021-05-08T23:53:00,CLR:00
3621,2021-04-13T03:50:00,OVC:08 2
18888,2022-07-03T11:53:00,FEW:02 26 SCT:04 200
3241,2021-04-01T17:53:00,CLR:00
5613,2021-06-20T06:53:00,OVC:08 3
16154,2022-04-03T23:59:00,
16411,2022-04-13T19:02:00,BKN:07 27 OVC:08 35
6189,2021-07-08T18:53:00,CLR:00
2629,2021-03-11T09:53:00,SCT:04 40
21541,2022-09-25T22:06:00,OVC:08 3
1516,2021-02-06T11:53:00,CLR:00
14161,2022-02-02T15:53:00,CLR:00
17510,2022-05-15T22:53:00,CLR:00
2252,2021-03-01T00:53:00,CLR:00
1927,2021-02-17T02:53:00,CLR:00
23998,2022-12-02T20:53:00,CLR:00
21933,2022-10-06T23:53:00,CLR:00
6859,2021-07-31T01:37:00,BKN:07 4 OVC:08 9
4203,2021-05-01T04:53:00,VV:09 2
13093,2022-01-08T19:48:00,CLR:00
21301,2022-09-18T08:53:00,SCT:04 21 BKN:07 55 OVC:08 75
22822,2022-10-31T12:53:00,CLR:00
7655,2021-08-26T00:15:00,SCT:04 6
23398,2022-11-12T23:53:00,CLR:00
14936,2022-02-28T06:53:00,CLR:00
10736,2021-11-16T09:53:00,FEW:02 13
24309,2022-12-08T22:24:00,FEW:02 2
6240,2021-07-10T19:53:00,CLR:00
8912,2021-10-05T21:20:00,FEW:02 8
19407,2022-07-20T08:53:00,FEW:02 4
21080,2022-09-10T16:53:00,SCT:04 80
10640,2021-11-14T20:53:00,CLR:00
1557,2021-02-07T11:53:00,FEW:02 250
9324,2021-10-19T19:53:00,FEW:02 37 OVC:08 50
13332,2022-01-13T19:53:00,CLR:00
14369,2022-02-08T22:53:00,CLR:00
796,2021-01-18T21:53:00,CLR:00
9188,2021-10-15T23:53:00,CLR:00
22065,2022-10-10T01:53:00,VV:09 2
13645,2022-01-20T21:45:00,CLR:00
8710,2021-09-28T02:53:00,CLR:00
966,2021-01-23T23:44:00,SCT:04 2
8211,2021-09-12T18:53:00,CLR:00
10061,2021-11-02T06:53:00,SCT:04 17
14044,2022-01-30T05:57:00,BKN:07 1
20466,2022-08-22T06:53:00,VV:09 2
23880,2022-11-29T19:53:00,CLR:00
4237,2021-05-02T09:53:00,CLR:00
11558,2021-12-06T06:53:00,VV:09 2
19497,2022-07-22T19:53:00,CLR:00
19931,2022-08-05T03:50:00,OVC:08 10
18249,2022-06-11T12:53:00,CLR:00
9592,2021-10-24T09:53:00,OVC:08 10
7905,2021-09-02T21:53:00,CLR:00
12834,2022-01-04T02:53:00,OVC:08 31
9634,2021-10-25T00:26:00,BKN:07 8 OVC:08 12
12792,2022-01-03T03:53:00,OVC:08 25
9826,2021-10-29T01:51:00,VV:09 1
4182,2021-04-30T17:53:00,FEW:02 12 BKN:07 180
23876,2022-11-29T15:53:00,CLR:00
17898,2022-05-30T04:53:00,CLR:00
16901,2022-04-25T03:53:00,CLR:00
11751,2021-12-11T00:53:00,CLR:00
1697,2021-02-10T23:53:00,CLR:00
13604,2022-01-19T23:15:00,BKN:07 2
1437,2021-02-04T10:53:00,FEW:02 250
6939,2021-08-02T07:53:00,OVC:08 16
3172,2021-03-30T01:53:00,CLR:00
997,2021-01-24T04:53:00,BKN:07 2
9384,2021-10-20T19:00:00,OVC:08 21
15462,2022-03-16T12:53:00,CLR:00
1257,2021-01-30T16:53:00,FEW:02 80 SCT:04 95
13482,2022-01-17T12:53:00,SCT:04 200
5560,2021-06-18T08:53:00,CLR:00
13217,2022-01-11T04:51:00,CLR:00
22625,2022-10-25T11:53:00,CLR:00
7211,2021-08-11T05:53:00,CLR:00
634,2021-01-15T00:00:00,VV:09 2
24798,2022-12-20T07:44:00,BKN:07 110
5743,2021-06-24T14:53:00,CLR:00
7688,2021-08-26T17:53:00,CLR:00
13863,2022-01-25T19:53:00,CLR:00
11361,2021-12-01T22:53:00,CLR:00
7949,2021-09-04T04:53:00,VV:09 2
19941,2022-08-05T10:51:00,SCT:04 25
22331,2022-10-16T06:53:00,OVC:08 21
10816,2021-11-18T12:53:00,BKN:07 200
4340,2021-05-06T04:16:00,OVC:08 3
23187,2022-11-08T17:53:00,FEW:02 35 BKN:07 55
1165,2021-01-28T13:53:00,BKN:07 33 BKN:07 60
15788,2022-03-25T12:53:00,CLR:00
16393,2022-04-13T02:53:00,FEW:02 46
2573,2021-03-10T03:28:00,SCT:04 7 BKN:07 28 OVC:08 47
13987,2022-01-29T01:53:00,CLR:00
12828,2022-01-03T22:36:00,SCT:04 17 SCT:04 25 BKN:07 35
17208,2022-05-06T06:53:00,OVC:08 4
